ID,구분,단지/커뮤니티명,입주_공급시기,규모_세대수,우선순위,접촉상태,주요타겟제품,커뮤니티_URL,타겟대상
MKT-474,2026신축입주,서울대방 신혼희망타운 공공분양(본청약),2027.06,122세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=서울대방 신혼희망타운 공공분양(본청약) 입주예정자협의회,신축 입주 예정자 (서울특별시 영등포구 신길동 1280 일원)
MKT-475,2026신축입주,석남역 센트럴파크 그랑베르,2027.06,101세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=석남역 센트럴파크 그랑베르 입주예정자협의회,신축 입주 예정자 (인천광역시 서구 석남동 521-2번지)
MKT-476,2026신축입주,e편한세상 여수 글렌츠,2027.06,81세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=e편한세상 여수 글렌츠 입주예정자협의회,신축 입주 예정자 (전라남도 여수시 신기동 3번지 일원)
MKT-477,2026신축입주,하우스토리 센트럴포레,2027.06,40세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=하우스토리 센트럴포레 입주예정자협의회,신축 입주 예정자 (서울특별시 노원구 공릉동 270-71번지)
MKT-478,2026신축입주,서울대방 신혼희망타운(공공분양) 잔여세대 입주자모집공고,2027.06,2세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=서울대방 신혼희망타운(공공분양) 잔여세대 입주자모집공고 입주예정자협의회,신축 입주 예정자 (서울특별시 영등포구 신길동 1280 일원)
MKT-479,2026신축입주,용인 둔전역 에피트,2027.07,1275세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=용인 둔전역 에피트 입주예정자협의회,신축 입주 예정자 (경기도 용인시 처인구 포곡읍 금어리 646번지 일원)
MKT-480,2026신축입주,시흥 롯데캐슬 시그니처 1블록,2027.07,1230세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=시흥 롯데캐슬 시그니처 1블록 입주예정자협의회,신축 입주 예정자 (경기도 시흥시 은행동 248-30 일원)
MKT-481,2026신축입주,더샵 속초프라임뷰,2027.07,1024세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=더샵 속초프라임뷰 입주예정자협의회,신축 입주 예정자 (강원특별자치도 속초시 금호동 617-21 외 32필지)
MKT-482,2026신축입주,순천그랜드파크자이,2027.07,997세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=순천그랜드파크자이 입주예정자협의회,신축 입주 예정자 (전라남도 순천시 풍덕동 327-3번지 일원)
MKT-483,2026신축입주,시흥 롯데캐슬 시그니처 2블록,2027.07,903세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=시흥 롯데캐슬 시그니처 2블록 입주예정자협의회,신축 입주 예정자 (경기도 시흥시 은행동 288-1 일원)
MKT-484,2026신축입주,울산 다운2지구 우미 린 어반파크,2027.07,731세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=울산 다운2지구 우미 린 어반파크 입주예정자협의회,신축 입주 예정자 (울산광역시 중구 다운동 302-4번지 일원(울산 다운2지구 B-4BL))
MKT-485,2026신축입주,광명자이힐스테이트SKVIEW,2027.07,639세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=광명자이힐스테이트SKVIEW 입주예정자협의회,신축 입주 예정자 (경기도 광명시 광명동 78-38)
MKT-486,2026신축입주,더샵 당리센트리체,2027.07,358세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=더샵 당리센트리체 입주예정자협의회,신축 입주 예정자 (부산광역시 사하구 당리동 54번지 일원)
MKT-487,2026신축입주,태화강 에피트,2027.07,307세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=태화강 에피트 입주예정자협의회,신축 입주 예정자 (울산광역시 울주군 범서읍 굴화리 일원 공공주택지구 내 S1블럭)
MKT-488,2026신축입주,파크레스트 해남,2027.07,294세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=파크레스트 해남 입주예정자협의회,신축 입주 예정자 (전라남도 해남군 해남읍 구교리 49번지 일원)
MKT-489,2026신축입주,오티에르 포레,2027.07,88세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=오티에르 포레 입주예정자협의회,신축 입주 예정자 (서울특별시 성동구 성수동1가 656-421번지 일대)
MKT-490,2026신축입주,한신더휴 하이엔에듀포레,2027.07,78세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=한신더휴 하이엔에듀포레 입주예정자협의회,신축 입주 예정자 (서울특별시 금천구 시흥동 220-2외 5필지)
MKT-491,2026신축입주,오정 해모로 스마트시티(조합원 취소분),2027.07,48세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=오정 해모로 스마트시티(조합원 취소분) 입주예정자협의회,신축 입주 예정자 (경기도 부천시 오정구 오정동 613번지 일원)
MKT-492,2026신축입주,오정 해모로 스마트시티,2027.07,47세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=오정 해모로 스마트시티 입주예정자협의회,신축 입주 예정자 (경기도 부천시 오정구 오정동 613번지 일원)
MKT-493,2026신축입주,용인 푸르지오 원클러스터 1단지,2027.08,1681세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=용인 푸르지오 원클러스터 1단지 입주예정자협의회,신축 입주 예정자 (경기도 용인시 처인구 남동 산126-13일원(A1BL))
MKT-494,2026신축입주,청주테크노폴리스 아테라(A8블록),2027.08,1450세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=청주테크노폴리스 아테라(A8블록) 입주예정자협의회,신축 입주 예정자 (충청북도 청주시 흥덕구 송절동 19번지 일원(청주테크노폴리스 아테라 A8블록))
MKT-495,2026신축입주,문화자이SKVIEW,2027.08,1207세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=문화자이SKVIEW 입주예정자협의회,신축 입주 예정자 (대전광역시 중구 문화동 435-42번지 일원)
MKT-496,2026신축입주,힐스테이트 천안역 스카이움,2027.08,999세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=힐스테이트 천안역 스카이움 입주예정자협의회,신축 입주 예정자 (충청남도 천안시 서북구 서부역7길 7-2(성정동))
MKT-497,2026신축입주,소사역 롯데캐슬 더 뉴엘,2027.08,983세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=소사역 롯데캐슬 더 뉴엘 입주예정자협의회,신축 입주 예정자 (경기도 부천시 소사본동 134번지 일원)
MKT-498,2026신축입주,힐스테이트 오산더클래스,2027.08,970세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=힐스테이트 오산더클래스 입주예정자협의회,신축 입주 예정자 (경기도 오산시 양산동 10-2번지 일원)
MKT-499,2026신축입주,중앙공원 롯데캐슬 시그니처 1BL,2027.08,929세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=중앙공원 롯데캐슬 시그니처 1BL 입주예정자협의회,신축 입주 예정자 (광주광역시 서구 풍암동 560-9번지 일원)
MKT-500,2026신축입주,중앙공원 롯데캐슬 시그니처 2-2BL,2027.08,928세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=중앙공원 롯데캐슬 시그니처 2-2BL 입주예정자협의회,신축 입주 예정자 (광주광역시 서구 풍암동 569번지 일원)
MKT-501,2026신축입주,힐스테이트 도안리버파크 1단지,2027.08,891세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=힐스테이트 도안리버파크 1단지 입주예정자협의회,신축 입주 예정자 (대전광역시 유성구 학하동 도안2-2지구 SA5BL)
MKT-502,2026신축입주,롯데캐슬 위너스포레,2027.08,834세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=롯데캐슬 위너스포레 입주예정자협의회,신축 입주 예정자 (경기도 오산시 양산동 95번지 일원)
MKT-503,2026신축입주,더샵 오창프레스티지,2027.08,644세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=더샵 오창프레스티지 입주예정자협의회,신축 입주 예정자 (충청북도 청주시 청원구 오창읍 양청리 814-2)
MKT-504,2026신축입주,파주운정3 지구 A20블록 공공분양주택(본청약),2027.08,612세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=파주운정3 지구 A20블록 공공분양주택(본청약) 입주예정자협의회,신축 입주 예정자 (경기도 파주시 목동동 일원 파주운정3 A20블록)
MKT-505,2026신축입주,곤지암역 제일풍경채,2027.08,565세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=곤지암역 제일풍경채 입주예정자협의회,신축 입주 예정자 (경기도 광주시 곤지암읍 곤지암리636번지(곤지암역세권  A1-1블록))
MKT-506,2026신축입주,중앙공원 롯데캐슬 시그니처 2-1BL,2027.08,507세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=중앙공원 롯데캐슬 시그니처 2-1BL 입주예정자협의회,신축 입주 예정자 (광주광역시 서구 금호동 80번지 일원)
MKT-507,2026신축입주,광주태전 경남아너스빌 리미티드,2027.08,404세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=광주태전 경남아너스빌 리미티드 입주예정자협의회,신축 입주 예정자 (경기도 광주시 장지동 695-14)
MKT-508,2026신축입주,힐스테이트 도안리버파크 5단지,2027.08,393세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=힐스테이트 도안리버파크 5단지 입주예정자협의회,신축 입주 예정자 (대전광역시 유성구 복용동 도안2-2지구 SA1BL)
MKT-509,2026신축입주,한화포레나 충주호암,2027.08,173세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=한화포레나 충주호암 입주예정자협의회,신축 입주 예정자 (충청북도 충주시 호암동 193-2번지 일원)
MKT-510,2026신축입주,한화포레나 충주호암(조합원 취소분),2027.08,148세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=한화포레나 충주호암(조합원 취소분) 입주예정자협의회,신축 입주 예정자 (충청북도 충주시 호암동 193-2번지 일원)
MKT-511,2026신축입주,엘리프 역곡,2027.08,44세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=엘리프 역곡 입주예정자협의회,신축 입주 예정자 (경기도 부천시 소사구 괴안동 106-1번지 일원)
MKT-512,2026신축입주,힐스테이트 더샵 상생공원 2단지,2027.09,1668세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=힐스테이트 더샵 상생공원 2단지 입주예정자협의회,신축 입주 예정자 (경상북도 포항시 남구 대잠동 산81-4번지 일원)
MKT-513,2026신축입주,힐스테이트 도안리버파크 2단지,2027.09,1222세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=힐스테이트 도안리버파크 2단지 입주예정자협의회,신축 입주 예정자 (대전광역시 유성구 학하동 도안2-2지구 SA4BL)
MKT-514,2026신축입주,원봉공원 힐데스하임,2027.09,1211세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=원봉공원 힐데스하임 입주예정자협의회,신축 입주 예정자 (충청북도 청주시 상당구 용암동 산222 일원)
MKT-515,2026신축입주,힐스테이트 더샵 상생공원 1단지,2027.09,999세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=힐스테이트 더샵 상생공원 1단지 입주예정자협의회,신축 입주 예정자 (경상북도 포항시 남구 대잠동 871번지 일원)
MKT-516,2026신축입주,이천 롯데캐슬 센트럴 페라즈 스카이,2027.09,801세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=이천 롯데캐슬 센트럴 페라즈 스카이 입주예정자협의회,신축 입주 예정자 (경기도 이천시 안흥동 284-2번지 일원)
MKT-517,2026신축입주,북수원이목지구 대방 디에트르 더 리체Ⅰ,2027.09,768세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=북수원이목지구 대방 디에트르 더 리체Ⅰ 입주예정자협의회,신축 입주 예정자 (경기도 수원시 장안구 이목동 종전부동산 이목지구 도시개발사업 A4블록 공동주택용지)
MKT-518,2026신축입주,김해 구산 롯데캐슬 시그니처,2027.09,714세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=김해 구산 롯데캐슬 시그니처 입주예정자협의회,신축 입주 예정자 (경상남도 김해시 구산동 593번지 일원)
MKT-519,2026신축입주,도안 푸르지오 디아델 29블록,2027.09,578세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=도안 푸르지오 디아델 29블록 입주예정자협의회,신축 입주 예정자 (대전광역시 유성구 용계동 70대 일원)
MKT-520,2026신축입주,문현 푸르지오 트레시엘,2027.09,561세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=문현 푸르지오 트레시엘 입주예정자협의회,신축 입주 예정자 (부산광역시 남구 문현동 산23-1 일원(부산 문현2 주거환경개선사업지구 내 1블록))
MKT-521,2026신축입주,도안 푸르지오 디아델 31블록,2027.09,556세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=도안 푸르지오 디아델 31블록 입주예정자협의회,신축 입주 예정자 (대전광역시 유성구 용계동 73-48번지 일원)
MKT-522,2026신축입주,대전 르에브 스위첸 2단지,2027.09,551세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=대전 르에브 스위첸 2단지 입주예정자협의회,신축 입주 예정자 (대전광역시 중구 대흥동 388-7번지 일원)
MKT-523,2026신축입주,청평 수자인 더퍼스트,2027.09,551세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=청평 수자인 더퍼스트 입주예정자협의회,신축 입주 예정자 (경기도 가평군 청평면 청평리 산81-18번지 일원)
MKT-524,2026신축입주,순천 지에이그린웰 하이드원,2027.09,475세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=순천 지에이그린웰 하이드원 입주예정자협의회,신축 입주 예정자 (전라남도 순천시 덕암동 45번지 일원)
MKT-525,2026신축입주,자라섬 수자인 리버페스타,2027.09,381세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=자라섬 수자인 리버페스타 입주예정자협의회,신축 입주 예정자 (경기도 가평군 가평읍 달전리 284-7번지 일원)
MKT-526,2026신축입주,대전 르에브 스위첸 1단지,2027.09,319세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=대전 르에브 스위첸 1단지 입주예정자협의회,신축 입주 예정자 (대전광역시 중구 대흥동 385-15번지 일원)
MKT-527,2026신축입주,서면 어반센트 데시앙,2027.09,211세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=서면 어반센트 데시앙 입주예정자협의회,신축 입주 예정자 (부산광역시 부산진구 부암동 690-8번지 일원)
MKT-528,2026신축입주,광안센텀 비스타동원,2027.09,208세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=광안센텀 비스타동원 입주예정자협의회,신축 입주 예정자 (부산광역시 수영구 광안동 971번지 외 157필지)
MKT-529,2026신축입주,전주 인후동 마루힐 센트럴,2027.09,199세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=전주 인후동 마루힐 센트럴 입주예정자협의회,신축 입주 예정자 (전북특별자치도 전주시 덕진구 인후동2가 1560)
MKT-530,2026신축입주,숭의역 라온프라이빗 스카이브,2027.09,170세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=숭의역 라온프라이빗 스카이브 입주예정자협의회,신축 입주 예정자 (인천광역시 중구 신흥동3가 7-79번지 일원)
MKT-531,2026신축입주,더샵 의정부역 링크시티,2027.10,1401세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=더샵 의정부역 링크시티 입주예정자협의회,신축 입주 예정자 (경기도 의정부시 의정부동 248-3번지 일원)
MKT-532,2026신축입주,더샵 탕정인피니티시티 3차,2027.10,975세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=더샵 탕정인피니티시티 3차 입주예정자협의회,신축 입주 예정자 (충청남도 아산시 아산탕정지구 도시개발구역 A2BL)
MKT-533,2026신축입주,양주 백석 모아엘가 그랑데,2027.10,929세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=양주 백석 모아엘가 그랑데 입주예정자협의회,신축 입주 예정자 (경기도 양주시 백석읍 복지리 279-1일원)
MKT-534,2026신축입주,둔산 엘리프 더센트럴,2027.10,864세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=둔산 엘리프 더센트럴 입주예정자협의회,신축 입주 예정자 (대전광역시 서구 괴정동 133번지 일원)
MKT-535,2026신축입주,고덕강일 대성베르힐,2027.10,613세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=고덕강일 대성베르힐 입주예정자협의회,신축 입주 예정자 (서울특별시 강동구 상일동 43번지 일원(서울고덕강일 공공주택지구 12블럭))
MKT-536,2026신축입주,안동 용상 하늘채 리버스카이,2027.10,548세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=안동 용상 하늘채 리버스카이 입주예정자협의회,신축 입주 예정자 (경상북도 안동시 용상동 494번지 일원)
MKT-537,2026신축입주,광명 롯데캐슬 시그니처,2027.10,533세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=광명 롯데캐슬 시그니처 입주예정자협의회,신축 입주 예정자 (경기도 광명시 광명5동 275-3번지 일원)
MKT-538,2026신축입주,화성 비봉지구 B1블록 금성백조 예미지2차,2027.10,530세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=화성 비봉지구 B1블록 금성백조 예미지2차 입주예정자협의회,신축 입주 예정자 (경기도 화성시 화성비봉 공공택지지구 B-1블록)
MKT-539,2026신축입주,부산에코델타시티 대방 엘리움 리버뷰,2027.10,470세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=부산에코델타시티 대방 엘리움 리버뷰 입주예정자협의회,신축 입주 예정자 (부산광역시 강서구 에코델타시티 공동주택용지 31BL)
MKT-540,2026신축입주,리아츠 더 인천,2027.10,342세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=리아츠 더 인천 입주예정자협의회,신축 입주 예정자 (인천광역시 동구 송림동 31-3번지 일원)
MKT-541,2026신축입주,프레스티어자이,2027.10,287세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=프레스티어자이 입주예정자협의회,신축 입주 예정자 (경기도 과천시 별양동 7번지 일원)
MKT-542,2026신축입주,순천 한양립스 파크포레,2027.10,209세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=순천 한양립스 파크포레 입주예정자협의회,신축 입주 예정자 (전라남도 순천시 용당동 288-1 일원)
MKT-543,2026신축입주,서울공릉지구 공공분양주택,2027.10,209세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=서울공릉지구 공공분양주택 입주예정자협의회,신축 입주 예정자 (서울특별시 노원구 공릉동 240-1)
MKT-544,2026신축입주,e편한세상 센텀 하이베뉴,2027.10,166세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=e편한세상 센텀 하이베뉴 입주예정자협의회,신축 입주 예정자 (부산광역시 해운대구 재송동 1030번지 일원)
MKT-545,2026신축입주,효성해링턴 플레이스 동수원,2027.10,162세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=효성해링턴 플레이스 동수원 입주예정자협의회,신축 입주 예정자 (경기도 수원시 팔달구 우만동 436번지)
MKT-546,2026신축입주,아크로 리츠카운티,2027.10,140세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=아크로 리츠카운티 입주예정자협의회,신축 입주 예정자 (서울특별시 서초구 방배동 1018-1번지 일원)
MKT-547,2026신축입주,서울공릉 신혼희망타운(공공분양),2027.10,139세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=서울공릉 신혼희망타운(공공분양) 입주예정자협의회,신축 입주 예정자 (서울특별시 노원구 공릉동 240-1)
MKT-548,2026신축입주,진월 더리브 라포레,2027.10,111세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=진월 더리브 라포레 입주예정자협의회,신축 입주 예정자 (광주광역시 남구 진월동 산3번지 일원)
MKT-549,2026신축입주,화성 동탄2 주상복합용지 C28BL 리젠시빌란트(사전청약),2027.10,108세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=화성 동탄2 주상복합용지 C28BL 리젠시빌란트(사전청약) 입주예정자협의회,신축 입주 예정자 (경기도 화성시 화성 동탄2지구 C28BL)
MKT-550,2026신축입주,더샵 분당티에르원,2027.10,102세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=더샵 분당티에르원 입주예정자협의회,신축 입주 예정자 (경기도 성남시 분당구 정자동 88번지 일원)
MKT-551,2026신축입주,서울공릉지구 신혼희망타운(공공분양) 추가 입주자 모집공고,2027.10,3세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=서울공릉지구 신혼희망타운(공공분양) 추가 입주자 모집공고 입주예정자협의회,신축 입주 예정자 (서울특별시 노원구 공릉동 240-1)
MKT-552,2026신축입주,계양 롯데캐슬 파크시티 1단지,2027.11,1964세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=계양 롯데캐슬 파크시티 1단지 입주예정자협의회,신축 입주 예정자 (인천광역시 계양구 효성동 101-21번지 일원)
MKT-553,2026신축입주,원주 푸르지오 더 센트럴,2027.11,1273세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=원주 푸르지오 더 센트럴 입주예정자협의회,신축 입주 예정자 (강원특별자치도 원주시 원동 274-40일원)
MKT-554,2026신축입주,계양 롯데캐슬 파크시티 2단지(공 4블럭),2027.11,1089세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=계양 롯데캐슬 파크시티 2단지(공 4블럭) 입주예정자협의회,신축 입주 예정자 (인천광역시 계양구 효성동123-30번지 일원)
MKT-555,2026신축입주,번영로 하늘채 라크뷰,2027.11,803세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=번영로 하늘채 라크뷰 입주예정자협의회,신축 입주 예정자 (울산광역시 남구 야음동 363-2번지 일원)
MKT-556,2026신축입주,성남금토 A-4블록 신혼희망타운(공공분양)(본청약),2027.11,766세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=성남금토 A-4블록 신혼희망타운(공공분양)(본청약) 입주예정자협의회,신축 입주 예정자 (경기도 성남시 수정구 금토동 일원 성남금토 공공주택지구 내 A-4블록)
MKT-557,2026신축입주,문산역3차 동문 디 이스트 센트럴,2027.11,748세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=문산역3차 동문 디 이스트 센트럴 입주예정자협의회,신축 입주 예정자 (경기도 파주시 문산읍 문산리 81-61번지 일원)
MKT-558,2026신축입주,의정부 롯데캐슬 나리벡시티,2027.11,671세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=의정부 롯데캐슬 나리벡시티 입주예정자협의회,신축 입주 예정자 (경기도 의정부시 금오동 산 26-19번지 일원)
MKT-559,2026신축입주,위파크 제주 2단지,2027.11,643세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=위파크 제주 2단지 입주예정자협의회,신축 입주 예정자 (제주특별자치도 제주시 오라이동 923번지 일원)
MKT-560,2026신축입주,e편한세상 대장 퍼스티움(부천대장 A-5BL) 신혼희망타운(공공분양),2027.11,638세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=e편한세상 대장 퍼스티움(부천대장 A-5BL) 신혼희망타운(공공분양) 입주예정자협의회,신축 입주 예정자 (경기도 부천시 부천대장 택지개발사업지구 내 A-5블록)
MKT-561,2026신축입주,위파크 제주 1단지,2027.11,617세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=위파크 제주 1단지 입주예정자협의회,신축 입주 예정자 (제주특별자치도 제주시 오라이동 854-1번지 일원)
MKT-562,2026신축입주,롯데캐슬 시그니처 중앙,2027.11,511세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=롯데캐슬 시그니처 중앙 입주예정자협의회,신축 입주 예정자 (경기도 안산시 단원구 고잔동 674)
MKT-563,2026신축입주,대전 문화공원 수자인,2027.11,509세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=대전 문화공원 수자인 입주예정자협의회,신축 입주 예정자 (대전광역시 중구 문화동 47번지 일원)
MKT-564,2026신축입주,e편한세상 대장 퍼스티움(부천대장 A-6BL) 신혼희망타운(공공분양),2027.11,461세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=e편한세상 대장 퍼스티움(부천대장 A-6BL) 신혼희망타운(공공분양) 입주예정자협의회,신축 입주 예정자 (경기도 부천시 부천대장 택지개발사업지구 내 A-6블록)
MKT-565,2026신축입주,의왕월암 A-1블록 신혼희망타운(공공분양)(본청약),2027.11,446세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=의왕월암 A-1블록 신혼희망타운(공공분양)(본청약) 입주예정자협의회,신축 입주 예정자 (경기도 의왕시 월암동 일원 의왕월암 공공주택지구 내 A-1블록)
