우선순위,입주예정월,단지명,총공급세대,공급위치,시행_시공사,추천상품,입예협_검색어
90,2027.04,강릉 아테라,329,강원특별자치도 강릉시 회산동 536번지 일원,한국투자부동산신탁 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",강릉 아테라 입주예정자협의회
90,2027.04,강릉 유블레스 리센트,226,"강원특별자치도 강릉시 포남동 1153, 1153-2번지 일원",(주)무궁화신탁,"얼음정수기, 비데, 공기청정기, 식세기",강릉 유블레스 리센트 입주예정자협의회
90,2027.04,검단 스타힐스 가현숲,153,인천광역시 서구 마전동 1158-12번지 외 8필지,마전지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",검단 스타힐스 가현숲 입주예정자협의회
90,2027.04,힐스테이트 죽림더프라우드 A2BL(민영주택),129,전라남도 여수시 죽림1지구 내 A2BL,"전남개발공사,현대건설(주),(주)길축산업개발","얼음정수기, 비데, 공기청정기, 식세기",힐스테이트 죽림더프라우드 A2BL(민영주택) 입주예정자협의회
90,2027.04,더샵 분당센트로,84,경기도 성남시 분당구 미금로 66,무지개마을4단지리모델링주택조합,"얼음정수기, 비데, 공기청정기, 식세기",더샵 분당센트로 입주예정자협의회
99,2027.05,부산에코델타시티 디에트르 그랑루체(13BL),1470,부산광역시 강서구 에코델타시티 공동주택용지 13BL,대방하우징(주),"얼음정수기, 비데, 공기청정기, 식세기",부산에코델타시티 디에트르 그랑루체(13BL) 입주예정자협의회
99,2027.05,천안 일봉공원 호반써밋 센트럴파크(2BL),1284,충청남도 천안시 동남구 용곡동 474-18번지 일원,한국자산신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",천안 일봉공원 호반써밋 센트럴파크(2BL) 입주예정자협의회
99,2027.05,고덕국제신도시 서한이다음 그레이튼,1138,경기도 평택시 고덕동 2394-2,(주) 서한,"얼음정수기, 비데, 공기청정기, 식세기",고덕국제신도시 서한이다음 그레이튼 입주예정자협의회
99,2027.05,봉산공원 첨단 제일풍경채,948,광주광역시 광산구 산월동 산 22번지 일원,신영부동산신탁 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",봉산공원 첨단 제일풍경채 입주예정자협의회
99,2027.05,계룡 펠리피아,823,충청남도 계룡시 엄사면 엄사리 418-8번지 일원,유한회사 창조개발,"얼음정수기, 비데, 공기청정기, 식세기",계룡 펠리피아 입주예정자협의회
99,2027.05,고양 장항 아테라,760,경기도 고양시 일산동구 장항동 529-26번지,금호건설(주)외3사,"얼음정수기, 비데, 공기청정기, 식세기",고양 장항 아테라 입주예정자협의회
99,2027.05,과천 디에트르 퍼스티지(S2BL),740,경기도 과천시 지식정보타운 공공주택지구 S2BL,대방건설 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",과천 디에트르 퍼스티지(S2BL) 입주예정자협의회
99,2027.05,힐스테이트 광주곤지암역,635,경기도 광주시 곤지암읍 신대리 25번지,신영부동산신탁주식회사,"얼음정수기, 비데, 공기청정기, 식세기",힐스테이트 광주곤지암역 입주예정자협의회
99,2027.05,두산위브더제니스 센트럴 계양,620,인천광역시 계양구 작전동 439-7번지 일원,작전현대아파트구역재개발정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",두산위브더제니스 센트럴 계양 입주예정자협의회
99,2027.05,영종 진아레히,547,인천광역시 중구 운남동 1654-1번지 (영종하늘도시A23BL),한양영종피에프브이 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",영종 진아레히 입주예정자협의회
90,2027.05,부여 골드클래스,413,충청남도 부여군 부여읍 쌍북리 595번지 일원,보광에스케이건설 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",부여 골드클래스 입주예정자협의회
90,2027.05,파주 운정3지구 주상복합용지 1BL(사전청약),392,경기도 파주시 동패동 산110 일원,인창개발(주),"얼음정수기, 비데, 공기청정기, 식세기",파주 운정3지구 주상복합용지 1BL(사전청약) 입주예정자협의회
90,2027.05,곤지암역 센트럴 아이파크,347,경기도 광주시 곤지암읍 곤지암리 637번지,에이치디씨현대산업개발 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",곤지암역 센트럴 아이파크 입주예정자협의회
90,2027.05,파주 운정3지구 주상복합용지 6BL (사전청약),340,경기도 파주시 동패동 산115-1번지 일원,인창개발(주),"얼음정수기, 비데, 공기청정기, 식세기",파주 운정3지구 주상복합용지 6BL (사전청약) 입주예정자협의회
90,2027.05,쌍용 더 플래티넘 네이처,334,대전광역시 대덕구 읍내동 51-9번지 (읍내동),회덕지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",쌍용 더 플래티넘 네이처 입주예정자협의회
90,2027.05,파주 운정3지구 주상복합용지 5BL (사전청약),332,경기도 파주시 동패동 산80-1번지 일원,인창개발(주),"얼음정수기, 비데, 공기청정기, 식세기",파주 운정3지구 주상복합용지 5BL (사전청약) 입주예정자협의회
90,2027.05,원종 휴먼빌 클라츠,255,경기도 부천시 오정구 부천원종 공공주택지구 B1블럭,일신건영(주),"얼음정수기, 비데, 공기청정기, 식세기",원종 휴먼빌 클라츠 입주예정자협의회
90,2027.05,파주 운정3지구 주상복합용지 2BL (사전청약),250,경기도 파주시 동패동 산110 일원,인창개발(주),"얼음정수기, 비데, 공기청정기, 식세기",파주 운정3지구 주상복합용지 2BL (사전청약) 입주예정자협의회
90,2027.05,더샵 시에르네,231,울산광역시 중구 학성동 397-1번지 일원,학성동지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",더샵 시에르네 입주예정자협의회
90,2027.05,나주영산 윤슬의아침 더정원,140,전라남도 나주시 이창동 714 일대,영산지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",나주영산 윤슬의아침 더정원 입주예정자협의회
90,2027.05,전주 에코시티 더 클래스,48,전북특별자치도 전주시 덕진구 호성동2가 801-31번지 일원,(주)에코포르테,"얼음정수기, 비데, 공기청정기, 식세기",전주 에코시티 더 클래스 입주예정자협의회
90,2027.05,더샵 시에르네(조합원 취소분),36,울산광역시 중구 학성동 397-1번지 일원,학성동지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",더샵 시에르네(조합원 취소분) 입주예정자협의회
99,2027.06,힐스테이트 어울림 청주사직,1675,충청북도 청주시 서원구 사직동 215-8번지 일대,사직3구역주택재개발정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",힐스테이트 어울림 청주사직 입주예정자협의회
99,2027.06,힐스테이트 가장더퍼스트,1339,대전광역시 서구 가장동 38-1번지 일원,도마변동1재정비촉진구역주택재개발정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",힐스테이트 가장더퍼스트 입주예정자협의회
99,2027.06,두산위브더제니스 센트럴시티,1098,대구광역시 북구 학정동 732-1번지 일원,신영부동산신탁 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",두산위브더제니스 센트럴시티 입주예정자협의회
99,2027.06,이천시 장호원읍 5년 공공건설임대주택(카사펠리스이천) 임차인모집,930,경기도 이천시 장호원읍 이황리 355-7번지,주식회사 벽제산업개발,"얼음정수기, 비데, 공기청정기, 식세기",이천시 장호원읍 5년 공공건설임대주택(카사펠리스이천) 임차인모집 입주예정자협의회
99,2027.06,더샵 리오몬트,866,부산광역시 사상구 엄궁동 132번지 일원,엄궁3구역주택재개발정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",더샵 리오몬트 입주예정자협의회
99,2027.06,힐스테이트 더웨이브시티,851,경기도 시흥시 정왕동 2716(멀티테크노밸리(MTV) 주상-2),한국투자부동산신탁 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",힐스테이트 더웨이브시티 입주예정자협의회
99,2027.06,대전 성남 우미린 뉴시티,776,대전광역시 동구 성남동 1-97번지 일원,성남동1구역재개발정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",대전 성남 우미린 뉴시티 입주예정자협의회
99,2027.06,여주역자이 헤리티지,769,경기도 여주시 교동 500-118번지 일원,교보자산신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",여주역자이 헤리티지 입주예정자협의회
99,2027.06,인천 검단신도시 AB20-2블록 중흥S-클래스 에듀파크(본청약),719,인천광역시 서구 검단지구 공동주택용지 AB20-2BL,중흥건설(주),"얼음정수기, 비데, 공기청정기, 식세기",인천 검단신도시 AB20-2블록 중흥S-클래스 에듀파크(본청약) 입주예정자협의회
99,2027.06,운암산공원 우미린 리버포레,660,광주광역시 북구 동림동 191번지 일원(운암산근린공원),주식회사 운암파크린,"얼음정수기, 비데, 공기청정기, 식세기",운암산공원 우미린 리버포레 입주예정자협의회
99,2027.06,송도자이풍경채 그라노블 2단지,548,인천광역시 연수구 송도동 552번지,송도국제화복합단지개발(주),"얼음정수기, 비데, 공기청정기, 식세기",송도자이풍경채 그라노블 2단지 입주예정자협의회
90,2027.06,부산 장안지구 B-2블록 중흥S-클래스(본청약),488,부산광역시 기장군 장안읍 좌동리 463-3번지 일원(부산 장안지구 B-2블록),중흥산업개발(주),"얼음정수기, 비데, 공기청정기, 식세기",부산 장안지구 B-2블록 중흥S-클래스(본청약) 입주예정자협의회
90,2027.06,수원당수 A5블록 신혼희망타운(공공분양)(본청약),484,경기도 수원시 권선구 당수로 178 (당수동),한국토지주택공사 경기남부지역본부,"얼음정수기, 비데, 공기청정기, 식세기",수원당수 A5블록 신혼희망타운(공공분양)(본청약) 입주예정자협의회
90,2027.06,춘천 아테라 에듀파크,477,강원특별자치도 춘천시 동면 만천리 770-6번지 일원,주식회사 하나자산신탁,"얼음정수기, 비데, 공기청정기, 식세기",춘천 아테라 에듀파크 입주예정자협의회
90,2027.06,송도자이풍경채 그라노블 1단지,469,인천광역시 연수구 송도동 551-1번지,송도국제화복합단지개발(주),"얼음정수기, 비데, 공기청정기, 식세기",송도자이풍경채 그라노블 1단지 입주예정자협의회
90,2027.06,동탄2신도시 동탄역 대방 엘리움 더 시그니처(C18BL),464,경기도 화성시 오산동 동탄2택지개발지구 C18BL,엘리움주택 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",동탄2신도시 동탄역 대방 엘리움 더 시그니처(C18BL) 입주예정자협의회
90,2027.06,성남 복정1지구 B3블록 엘리프 남위례역 에듀포레(본청약),367,경기도 성남시 수정구 복정1지구 B3BL,(주)한국토지신탁,"얼음정수기, 비데, 공기청정기, 식세기",성남 복정1지구 B3블록 엘리프 남위례역 에듀포레(본청약) 입주예정자협의회
90,2027.06,신제주 동문디이스트 시그니처원Ⅱ,196,제주특별자치도 제주시 연동 274-25번지외 5필지,코리아신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",신제주 동문디이스트 시그니처원Ⅱ 입주예정자협의회
90,2027.06,수원당수지구 A5블록 신혼희망타운(공공분양) 추가 입주자모집,142,"경기도 수원시 권선구 금곡동, 당수동 일원 수원당수 공공주택지구내 A5블록",한국토지주택공사 경기남부지역본부,"얼음정수기, 비데, 공기청정기, 식세기",수원당수지구 A5블록 신혼희망타운(공공분양) 추가 입주자모집 입주예정자협의회
90,2027.06,서울대방 신혼희망타운 공공분양(본청약),122,서울특별시 영등포구 신길동 1280 일원,한국토지주택공사 서울지역본부,"얼음정수기, 비데, 공기청정기, 식세기",서울대방 신혼희망타운 공공분양(본청약) 입주예정자협의회
90,2027.06,석남역 센트럴파크 그랑베르,101,인천광역시 서구 석남동 521-2번지,동우아파트가로주택정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",석남역 센트럴파크 그랑베르 입주예정자협의회
90,2027.06,e편한세상 여수 글렌츠,81,전라남도 여수시 신기동 3번지 일원,신기주공지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",e편한세상 여수 글렌츠 입주예정자협의회
90,2027.06,하우스토리 센트럴포레,40,서울특별시 노원구 공릉동 270-71번지,(주)무궁화신탁,"얼음정수기, 비데, 공기청정기, 식세기",하우스토리 센트럴포레 입주예정자협의회
90,2027.06,서울대방 신혼희망타운(공공분양) 잔여세대 입주자모집공고,2,서울특별시 영등포구 신길동 1280 일원,한국토지주택공사 서울지역본부,"얼음정수기, 비데, 공기청정기, 식세기",서울대방 신혼희망타운(공공분양) 잔여세대 입주자모집공고 입주예정자협의회
99,2027.07,용인 둔전역 에피트,1275,경기도 용인시 처인구 포곡읍 금어리 646번지 일원,코리아신탁주식회사,"얼음정수기, 비데, 공기청정기, 식세기",용인 둔전역 에피트 입주예정자협의회
99,2027.07,시흥 롯데캐슬 시그니처 1블록,1230,경기도 시흥시 은행동 248-30 일원,한국자산신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",시흥 롯데캐슬 시그니처 1블록 입주예정자협의회
99,2027.07,더샵 속초프라임뷰,1024,강원특별자치도 속초시 금호동 617-21 외 32필지,우리자산신탁 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",더샵 속초프라임뷰 입주예정자협의회
99,2027.07,순천그랜드파크자이,997,전라남도 순천시 풍덕동 327-3번지 일원,한국투자부동산신탁 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",순천그랜드파크자이 입주예정자협의회
99,2027.07,시흥 롯데캐슬 시그니처 2블록,903,경기도 시흥시 은행동 288-1 일원,한국자산신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",시흥 롯데캐슬 시그니처 2블록 입주예정자협의회
99,2027.07,울산 다운2지구 우미 린 어반파크,731,울산광역시 중구 다운동 302-4번지 일원(울산 다운2지구 B-4BL),우미건설(주),"얼음정수기, 비데, 공기청정기, 식세기",울산 다운2지구 우미 린 어반파크 입주예정자협의회
99,2027.07,광명자이힐스테이트SKVIEW,639,경기도 광명시 광명동 78-38,광명제5R구역주택재개발정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",광명자이힐스테이트SKVIEW 입주예정자협의회
90,2027.07,더샵 당리센트리체,358,부산광역시 사하구 당리동 54번지 일원,당리승학지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",더샵 당리센트리체 입주예정자협의회
90,2027.07,태화강 에피트,307,울산광역시 울주군 범서읍 굴화리 일원 공공주택지구 내 S1블럭,에이치엘디앤아이한라 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",태화강 에피트 입주예정자협의회
90,2027.07,파크레스트 해남,294,전라남도 해남군 해남읍 구교리 49번지 일원,(주)일레븐건설,"얼음정수기, 비데, 공기청정기, 식세기",파크레스트 해남 입주예정자협의회
90,2027.07,오티에르 포레,88,서울특별시 성동구 성수동1가 656-421번지 일대,케이비부동산신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",오티에르 포레 입주예정자협의회
90,2027.07,한신더휴 하이엔에듀포레,78,서울특별시 금천구 시흥동 220-2외 5필지,(주)무궁화신탁,"얼음정수기, 비데, 공기청정기, 식세기",한신더휴 하이엔에듀포레 입주예정자협의회
90,2027.07,오정 해모로 스마트시티(조합원 취소분),48,경기도 부천시 오정구 오정동 613번지 일원,오정613가로주택정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",오정 해모로 스마트시티(조합원 취소분) 입주예정자협의회
90,2027.07,오정 해모로 스마트시티,47,경기도 부천시 오정구 오정동 613번지 일원,오정613가로주택정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",오정 해모로 스마트시티 입주예정자협의회
99,2027.08,용인 푸르지오 원클러스터 1단지,1681,경기도 용인시 처인구 남동 산126-13일원(A1BL),(주)남동타운피에프브이,"얼음정수기, 비데, 공기청정기, 식세기",용인 푸르지오 원클러스터 1단지 입주예정자협의회
99,2027.08,청주테크노폴리스 아테라(A8블록),1450,충청북도 청주시 흥덕구 송절동 19번지 일원(청주테크노폴리스 아테라 A8블록),청주테크노폴리스주택개발피에프브이(주),"얼음정수기, 비데, 공기청정기, 식세기",청주테크노폴리스 아테라(A8블록) 입주예정자협의회
99,2027.08,문화자이SKVIEW,1207,대전광역시 중구 문화동 435-42번지 일원,문화동8구역주택재개발정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",문화자이SKVIEW 입주예정자협의회
99,2027.08,힐스테이트 천안역 스카이움,999,충청남도 천안시 서북구 서부역7길 7-2(성정동),(주)무궁화신탁,"얼음정수기, 비데, 공기청정기, 식세기",힐스테이트 천안역 스카이움 입주예정자협의회
99,2027.08,소사역 롯데캐슬 더 뉴엘,983,경기도 부천시 소사본동 134번지 일원,부천소사피에프브이 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",소사역 롯데캐슬 더 뉴엘 입주예정자협의회
99,2027.08,힐스테이트 오산더클래스,970,경기도 오산시 양산동 10-2번지 일원,신영부동산신탁 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",힐스테이트 오산더클래스 입주예정자협의회
99,2027.08,중앙공원 롯데캐슬 시그니처 1BL,929,광주광역시 서구 풍암동 560-9번지 일원,한국자산신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",중앙공원 롯데캐슬 시그니처 1BL 입주예정자협의회
99,2027.08,중앙공원 롯데캐슬 시그니처 2-2BL,928,광주광역시 서구 풍암동 569번지 일원,한국자산신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",중앙공원 롯데캐슬 시그니처 2-2BL 입주예정자협의회
99,2027.08,힐스테이트 도안리버파크 1단지,891,대전광역시 유성구 학하동 도안2-2지구 SA5BL,주식회사 하나자산신탁,"얼음정수기, 비데, 공기청정기, 식세기",힐스테이트 도안리버파크 1단지 입주예정자협의회
99,2027.08,롯데캐슬 위너스포레,834,경기도 오산시 양산동 95번지 일원,스마트시티오산 지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",롯데캐슬 위너스포레 입주예정자협의회
99,2027.08,더샵 오창프레스티지,644,충청북도 청주시 청원구 오창읍 양청리 814-2,주식회사 하나자산신탁,"얼음정수기, 비데, 공기청정기, 식세기",더샵 오창프레스티지 입주예정자협의회
99,2027.08,파주운정3 지구 A20블록 공공분양주택(본청약),612,경기도 파주시 목동동 일원 파주운정3 A20블록,한국토지주택공사 경기북부지역본부,"얼음정수기, 비데, 공기청정기, 식세기",파주운정3 지구 A20블록 공공분양주택(본청약) 입주예정자협의회
99,2027.08,곤지암역 제일풍경채,565,경기도 광주시 곤지암읍 곤지암리636번지(곤지암역세권  A1-1블록),신영부동산신탁 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",곤지암역 제일풍경채 입주예정자협의회
99,2027.08,중앙공원 롯데캐슬 시그니처 2-1BL,507,광주광역시 서구 금호동 80번지 일원,한국자산신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",중앙공원 롯데캐슬 시그니처 2-1BL 입주예정자협의회
90,2027.08,광주태전 경남아너스빌 리미티드,404,경기도 광주시 장지동 695-14,경남기업(주),"얼음정수기, 비데, 공기청정기, 식세기",광주태전 경남아너스빌 리미티드 입주예정자협의회
90,2027.08,힐스테이트 도안리버파크 5단지,393,대전광역시 유성구 복용동 도안2-2지구 SA1BL,주식회사 하나자산신탁,"얼음정수기, 비데, 공기청정기, 식세기",힐스테이트 도안리버파크 5단지 입주예정자협의회
90,2027.08,한화포레나 충주호암,173,충청북도 충주시 호암동 193-2번지 일원,용산주공아파트 주택재건축정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",한화포레나 충주호암 입주예정자협의회
90,2027.08,한화포레나 충주호암(조합원 취소분),148,충청북도 충주시 호암동 193-2번지 일원,용산주공아파트 주택재건축정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",한화포레나 충주호암(조합원 취소분) 입주예정자협의회
90,2027.08,엘리프 역곡,44,경기도 부천시 소사구 괴안동 106-1번지 일원,대현청실 외2 가로주택정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",엘리프 역곡 입주예정자협의회
99,2027.09,힐스테이트 더샵 상생공원 2단지,1668,경상북도 포항시 남구 대잠동 산81-4번지 일원,우리자산신탁 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",힐스테이트 더샵 상생공원 2단지 입주예정자협의회
99,2027.09,힐스테이트 도안리버파크 2단지,1222,대전광역시 유성구 학하동 도안2-2지구 SA4BL,주식회사 하나자산신탁,"얼음정수기, 비데, 공기청정기, 식세기",힐스테이트 도안리버파크 2단지 입주예정자협의회
99,2027.09,원봉공원 힐데스하임,1211,충청북도 청주시 상당구 용암동 산222 일원,주식회사 정각,"얼음정수기, 비데, 공기청정기, 식세기",원봉공원 힐데스하임 입주예정자협의회
99,2027.09,힐스테이트 더샵 상생공원 1단지,999,경상북도 포항시 남구 대잠동 871번지 일원,우리자산신탁 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",힐스테이트 더샵 상생공원 1단지 입주예정자협의회
99,2027.09,이천 롯데캐슬 센트럴 페라즈 스카이,801,경기도 이천시 안흥동 284-2번지 일원,(주)무궁화신탁,"얼음정수기, 비데, 공기청정기, 식세기",이천 롯데캐슬 센트럴 페라즈 스카이 입주예정자협의회
99,2027.09,북수원이목지구 대방 디에트르 더 리체Ⅰ,768,경기도 수원시 장안구 이목동 종전부동산 이목지구 도시개발사업 A4블록 공동주택용지,디비이엔씨(주) 외 1,"얼음정수기, 비데, 공기청정기, 식세기",북수원이목지구 대방 디에트르 더 리체Ⅰ 입주예정자협의회
99,2027.09,김해 구산 롯데캐슬 시그니처,714,경상남도 김해시 구산동 593번지 일원,대신자산신탁 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",김해 구산 롯데캐슬 시그니처 입주예정자협의회
99,2027.09,도안 푸르지오 디아델 29블록,578,대전광역시 유성구 용계동 70대 일원,케이비부동산신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",도안 푸르지오 디아델 29블록 입주예정자협의회
99,2027.09,문현 푸르지오 트레시엘,561,부산광역시 남구 문현동 산23-1 일원(부산 문현2 주거환경개선사업지구 내 1블록),한국토지주택공사,"얼음정수기, 비데, 공기청정기, 식세기",문현 푸르지오 트레시엘 입주예정자협의회
99,2027.09,도안 푸르지오 디아델 31블록,556,대전광역시 유성구 용계동 73-48번지 일원,케이비부동산신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",도안 푸르지오 디아델 31블록 입주예정자협의회
99,2027.09,대전 르에브 스위첸 2단지,551,대전광역시 중구 대흥동 388-7번지 일원,대흥2구역주택재개발정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",대전 르에브 스위첸 2단지 입주예정자협의회
99,2027.09,청평 수자인 더퍼스트,551,경기도 가평군 청평면 청평리 산81-18번지 일원,대한토지신탁주식회사,"얼음정수기, 비데, 공기청정기, 식세기",청평 수자인 더퍼스트 입주예정자협의회
90,2027.09,순천 지에이그린웰 하이드원,475,전라남도 순천시 덕암동 45번지 일원,그린웰산업 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",순천 지에이그린웰 하이드원 입주예정자협의회
90,2027.09,자라섬 수자인 리버페스타,381,경기도 가평군 가평읍 달전리 284-7번지 일원,(주)한국토지신탁,"얼음정수기, 비데, 공기청정기, 식세기",자라섬 수자인 리버페스타 입주예정자협의회
90,2027.09,대전 르에브 스위첸 1단지,319,대전광역시 중구 대흥동 385-15번지 일원,대흥2구역주택재개발정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",대전 르에브 스위첸 1단지 입주예정자협의회
90,2027.09,서면 어반센트 데시앙,211,부산광역시 부산진구 부암동 690-8번지 일원,메디컬카운티지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",서면 어반센트 데시앙 입주예정자협의회
90,2027.09,광안센텀 비스타동원,208,부산광역시 수영구 광안동 971번지 외 157필지,광안지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",광안센텀 비스타동원 입주예정자협의회
90,2027.09,전주 인후동 마루힐 센트럴,199,전북특별자치도 전주시 덕진구 인후동2가 1560,첨단아이비씨 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",전주 인후동 마루힐 센트럴 입주예정자협의회
90,2027.09,숭의역 라온프라이빗 스카이브,170,인천광역시 중구 신흥동3가 7-79번지 일원,인천 신흥동3가 지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",숭의역 라온프라이빗 스카이브 입주예정자협의회
99,2027.10,더샵 의정부역 링크시티,1401,경기도 의정부시 의정부동 248-3번지 일원,"(주)링크시티피에프브이,(주)포스코이앤씨","얼음정수기, 비데, 공기청정기, 식세기",더샵 의정부역 링크시티 입주예정자협의회
99,2027.10,더샵 탕정인피니티시티 3차,975,충청남도 아산시 아산탕정지구 도시개발구역 A2BL,한국자산신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",더샵 탕정인피니티시티 3차 입주예정자협의회
99,2027.10,양주 백석 모아엘가 그랑데,929,경기도 양주시 백석읍 복지리 279-1일원,한아건설 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",양주 백석 모아엘가 그랑데 입주예정자협의회
99,2027.10,둔산 엘리프 더센트럴,864,대전광역시 서구 괴정동 133번지 일원,(주)케이티에스테이트,"얼음정수기, 비데, 공기청정기, 식세기",둔산 엘리프 더센트럴 입주예정자협의회
99,2027.10,고덕강일 대성베르힐,613,서울특별시 강동구 상일동 43번지 일원(서울고덕강일 공공주택지구 12블럭),디에스종합건설(주),"얼음정수기, 비데, 공기청정기, 식세기",고덕강일 대성베르힐 입주예정자협의회
99,2027.10,안동 용상 하늘채 리버스카이,548,경상북도 안동시 용상동 494번지 일원,(주)한국토지신탁,"얼음정수기, 비데, 공기청정기, 식세기",안동 용상 하늘채 리버스카이 입주예정자협의회
99,2027.10,광명 롯데캐슬 시그니처,533,경기도 광명시 광명5동 275-3번지 일원,광명제9알(R)구역 주택재개발정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",광명 롯데캐슬 시그니처 입주예정자협의회
99,2027.10,화성 비봉지구 B1블록 금성백조 예미지2차,530,경기도 화성시 화성비봉 공공택지지구 B-1블록,(주)금성백조건설,"얼음정수기, 비데, 공기청정기, 식세기",화성 비봉지구 B1블록 금성백조 예미지2차 입주예정자협의회
90,2027.10,부산에코델타시티 대방 엘리움 리버뷰,470,부산광역시 강서구 에코델타시티 공동주택용지 31BL,디아이건설주식회사,"얼음정수기, 비데, 공기청정기, 식세기",부산에코델타시티 대방 엘리움 리버뷰 입주예정자협의회
90,2027.10,리아츠 더 인천,342,인천광역시 동구 송림동 31-3번지 일원,송림6구역재개발정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",리아츠 더 인천 입주예정자협의회
90,2027.10,프레스티어자이,287,경기도 과천시 별양동 7번지 일원,과천주공4단지주택재건축정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",프레스티어자이 입주예정자협의회
90,2027.10,순천 한양립스 파크포레,209,전라남도 순천시 용당동 288-1 일원,용당더숲지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",순천 한양립스 파크포레 입주예정자협의회
90,2027.10,서울공릉지구 공공분양주택,209,서울특별시 노원구 공릉동 240-1,한국토지주택공사 서울지역본부,"얼음정수기, 비데, 공기청정기, 식세기",서울공릉지구 공공분양주택 입주예정자협의회
90,2027.10,e편한세상 센텀 하이베뉴,166,부산광역시 해운대구 재송동 1030번지 일원,재송2구역 재건축정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",e편한세상 센텀 하이베뉴 입주예정자협의회
90,2027.10,효성해링턴 플레이스 동수원,162,경기도 수원시 팔달구 우만동 436번지,(주)무궁화신탁,"얼음정수기, 비데, 공기청정기, 식세기",효성해링턴 플레이스 동수원 입주예정자협의회
90,2027.10,아크로 리츠카운티,140,서울특별시 서초구 방배동 1018-1번지 일원,방배삼익아파트 주택재건축정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",아크로 리츠카운티 입주예정자협의회
90,2027.10,서울공릉 신혼희망타운(공공분양),139,서울특별시 노원구 공릉동 240-1,한국토지주택공사 서울지역본부,"얼음정수기, 비데, 공기청정기, 식세기",서울공릉 신혼희망타운(공공분양) 입주예정자협의회
90,2027.10,진월 더리브 라포레,111,광주광역시 남구 진월동 산3번지 일원,진월동지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",진월 더리브 라포레 입주예정자협의회
